Tag,Quadrat,DBH,Latin,Date_Collected,Collected_By,Date_Mounted,Mounted_By,Date_First_Measured,First_Measured_by,Date_Second_Measured,Second_Measured_by,number_of_rings,Center,Duplicate,Notes
152702,1531,401.3,Fraxinus americana,7/8/10,JM,7/14/10,LZ,1/21/11,JM,,,63,1,0,"1/21/11, JM: 63 rings, 2009-1947."
161024,1614,724.6,Fraxinus americana,8/2/10,JM,8/6/10,JM,1/3/11,JM,,,140,0,0,"8/2/10, JM: Hit rotten section of tree. Took core as deep as I could; 1/3/11, JM: 140 rings, 2009-1870. Stopped measuring because reached rotten part of core."
161562,1615,470,Fraxinus americana,NA,NA,NA,NA,NA,NA,,,NA,NA,0,"8/2/10, JM: tree rotting and hollow. Did not core."
162458,1630,282.8,Fraxinus americana,8/10/10,CL,8/26/10,JM,1/4/11,JM,,,68,1,0,"1/4/11, JM: 68 rings, 2009-1942."
171303,1712,253.7,Fraxinus americana,,,,,,,,,,,0,
171358,1714,887.8,Fraxinus americana,8/2/10,CL,8/6/10,JM,1/3/11,JM,,,52,0,0,"8/2/10, CL: made several attempts. Could only core approximately 4 inches then borer just spun in place; 1/3/11, JM: 52 rings, 2009-1958."
171421,1712,254.8,Fraxinus americana,8/3/10,JM,8/6/10,JM,1/4/11,JM,,,88,1,0,"1/4/11, JM: 88 rings, 2009-1922."
172332,1721,277.5,Fraxinus americana,8/2/10,CL,8/4/10,JM,1/4/11,JM,,,118,1,0,"1/4/11, JM: 118 rings, 2009-1892. Very compact growth first 40 years. Scarring around rings 90-100."
172542,1728,196.3,Fraxinus americana,8/3/10,JM,8/5/10,JM,1/4/11,JM,,,91,1,0,"1/4/11, JM: 91 rings, 2009-1919."
172575,1730,246.2,Fraxinus americana,8/3/10,JM,8/10/10,CL,1/3/11,JM,,,66,1,0,"1/3/11, JM: 66 rings, 2009-1944."
182396,1824,351.9,Fraxinus americana,8/2/10,CL,8/4/10,JM,1/3/11,JM,,,115,0,0,"1/3/11, JM: 115 rings, 2009-1895."
182678,1828,158,Fraxinus americana,8/3/10,CL,UNK,UNK,1/4/11,JM,,,79,1,0,"1/4/11, JM: 79 rings, 2009-1931."
192641,1927,216.3,Fraxinus americana,8/3/10,DC,8/6/10,JM,1/4/11,JM,,,95,1,0,"1/4/11, JM: 95 rings, 2009-1915. First 32 years narrow."
192697,1932,381.3,Fraxinus americana,8/3/10,DC,8/4/10,JM,1/3/11,JM,,,73,1,0,"1/3/11, JM: 73 rings, 2009-1937."
192707,1932,348,Fraxinus americana,8/3/10,DC,8/4/10,JM,1/4/11,JM,,,75,1,0,"1/4/11, JM: 75 rings, 2009-1935."
202379,2025,454.2,Fraxinus americana,8/3/10,DC,8/4/10,JM,1/3/11,JM,,,137,0,0,"1/3/11, JM: 137 rings, 2009-1973. First 30 rings narrow."
202528,2027,155.7,Fraxinus americana,8/3/10,DC,8/5/10,JM,1/4/11,JM,,,51,1,0,"8/3/10, DC: core looked okay, but tree was partially dead; 1/4/11, JM: 51 rings, 2009-1959. First 18 rings very narrow, and scar running through them."
202536,2028,419.5,Fraxinus americana,8/3/10,DC,8/5/10,JM,1/3/11,JM,,,84,0,0,"1/3/11, JM: 84 rings, 2009-1926."
202775,2027,793.2,Fraxinus americana,8/3/10,DC,8/10/10,CL,1/7/11,,,,125,0,0,"1/7/11, JM: 125 rings, 2009-1885."
202933,2030,227.8,Fraxinus americana,8/4/10,JM,8/10/10,JM,1/4/11,JM,,,50,1,0,"1/4/11, JM: 50 rings, 2009-1960. Rings 1-7 very narrow."
40853A,411,427.1,Fraxinus americana,6/25/10,JM,7/14/10,LZ,1/21/11,JM,,,70,0,0,"6/25/10, JM: largest trunk in a three trunk tree. Hit a rotten part of stem, only retrieved front section of core."
40853B,411,292.8,Fraxinus americana,6/25/10,JM,7/14/10,CR,1/21/11,JM,,,93,1,0,"6/25/10, JM: two ""smaller"" trunks, chose Northern-most trunk; 1/21/11, JM: 93 rings, 2009-1917."
80773,816,282.9,Fraxinus nigra,6/30/10,HB,7/14/10,CF,,,,,,,0,
10010,101,541.9,Juglans nigra,6/23/10,HB,7/14/10,JM,1/7/11,JM,,,80,1,0,"1/7/11, JM: 80 rings, 2009-1930. "
10122,101,761.9,Juglans nigra,10/25/10,CL,10/27/10,CL,1/6/11,JM,,,81,0,0,"10/25/10, CL: cored until rotten section was hit; 10/29/10, JM: Tree re-cored because it was mounted improperly; 1/6/11, JM: 81 rings, 2009-1929."
10286,106,218.5,Juglans nigra,NA,NA,NA,NA,NA,NA,,,NA,NA,0,"10/25/10, CL: Dead ULRU?"
10296,106,550.9,Juglans nigra,6/25/10,HB,7/14/10,PD,1/7/11,JM,,,74,1,0,"1/7/11, JM: 74 rings, 2009-1936.First piece of core mounted incorrectly, I think there are three rings there."
12354,128,509.2,Juglans nigra,7/2/10,JM,7/14/10,JG,1/7/11,JM,,,65,1,0,"1/7/11, JM: 65 rings, 2009-1945."
12387,129,204,Juglans nigra,10/19/10,CL,10/25/10,CL,1/7/11,JM,,,44,1,0,"10/29/10, JM: Tree re-cored, original mounted incorrectly; 1/7/11, JM: 44 rings, 2009-1966."
30135,302,248.1,Juglans nigra,6/23/10,JM,7/14/10,JM,1/11/11,JM,,,52,1,0,"1/11/11, JM: 52 rings, 2009-1958."
30226,306,378.7,Juglans nigra,6/25/10,HB,7/14/10,CW,1/10/11,JM,,,90,1,0,"1/10/11, JM: 90 rings, 2009-1920. May be missing front piece of core. "
30315,306,242.7,Juglans nigra,6/23/10,HB,7/14/10,JM,1/7/11,JM,,,96,1,0,"1/7/11, JM: 96 rings, 2009-1914."
30324,306,565.1,Juglans nigra,,,,,,,,,,,0,
72424,730,599,Juglans nigra,7/7/10,JG,7/14/10,LZ,1/11/11,JM,,,116,1,0,"1/11/11, JM: 116 rings, 2009-1894. Second piece of core mounted in the wrong direction."
80694,816,345.9,Juglans nigra,6/30/10,HB,7/14/10,CR,1/11/11,JM,,,95,1,0,"1/11/11, JM: 95 rings, 2009-1915."
101304,1016,450,Juglans nigra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"7/18/10, JT: rotten core."
112323,1125,603,Juglans nigra,7/9/10,JM,7/14/10,LZ,1/6/11,JM,,,97,1,0,"1/6/11, JM: 97 rings, 2009-1913."
122295,1224,545.8,Juglans nigra,7/9/10,LT,7/14/10,CL,1/11/11,JM,,,105,0,0,"1/11/11, JM: 105 rings, 2009-1905."
131360,1316,314.9,Juglans nigra,7/13/10,CL,7/16/10,JM,1/6/11,JM,,,121,0,0,"1/6/11, JM: 121 rings, 2009-1889. Last piece of core mounted backwards. Serious scarring in ring 109."
150761,1503,366.1,Juglans nigra,8/9/10,CL,8/29/10,JM,1/10/11,JM,,,48,1,0,"1/10/11, JM: 48 rings, 2009-1962."
152623,1528,484.6,Juglans nigra,7/8/10,JM,7/14/10,CL,1/11/11,JM,,,85,1,0,"1/11/11, JM: 85 rings, 2009-1925."
161554,1615,405,Juglans nigra,8/2/10,JM,8/5/10,JM,1/7/11,JM,,,92,1,0,"1/7/11, JM: 92 rings, 2009-1915."
162355,1621,444,Juglans nigra,8/2/10,JM,8/6/10,JM,1/11/11,JM,,,110,1,0,"1/11/11, JM: 110 rings, 2009-1900."
162575,1629,500.9,Juglans nigra,8/10/10,CL,8/26/10,SE,1/7/11,JM,,,95,1,0,"1/7/11, JM: 95 rings, 2009-1915."
172453,1727,312.9,Juglans nigra,8/3/10,JM,8/10/10,JM,1/11/11,JM,,,87,1,0,"1/11/11, JM: 87 rings, 2009-1923."
172637,1732,335.1,Juglans nigra,8/3/10,JM,8/4/10,JM,1/10/11,JM,,,67,1,0,"1/10/11, JM: 67 rings, 2009-1943."
180341,1803,611.7,Juglans nigra,8/5/10,LT,8/10/10,CL,1/11/11,JM,,,30,0,0,"1/11/11, JM: 30 rings, 2009-1980. Scarring at ring 30, stop measuring."
180644,1804,280.9,Juglans nigra,8/5/10,LT,8/10/10,CL,1/11/11,JM,,,55,1,0,"1/11/11, JM: 55 rings, 2009-1955. First 35 rings narrow."
180906,1808,486,Juglans nigra,8/5/10,LT,8/10/10,CL,1/11/11,JM,,,68,0,0,"1/11/10, JM: 68 rings, 2009-1942."
190074,1902,371.2,Juglans nigra,8/9/10,CL,8/26/10,JM,1/10/11,JM,,,55,1,0,"1/10/11, JM: 55 rings, 2009-1955."
190483,1908,426.9,Juglans nigra,8/9/10,CL,8/29/10,JM,1/7/11,JM,,,84,1,0,"1/7/11, JM: 84 rings, 2009-1926."
192588,1932,258.8,Juglans nigra,8/3/10,CL,8/5/10,JM,1/11/11,JM,,,73,1,0,"1/11/11, JM: 73 rings, 2009-1937."
200382,2003,298.1,Juglans nigra,8/9/10,CL,8/26/10,JM,1/11/11,JM,,,57,1,0,"1/11/11, JM: 57 rings, 2009-1953."
200577,2007,535.2,Juglans nigra,8/9/10,CL,8/27/10,JM,1/7/11,JM,,,100,1,0,"1/7/11, JM: 100 rings, 2009-1910. "
200812,2008,540.7,Juglans nigra,8/9/10,CL,8/26/10,JM,1/7/11,JM,,,95,1,0,"1/7/11, JM: 95 rings, 2009-1915. First 30 rings narrow and difficult to see boundaries."
201261,2013,454.1,Juglans nigra,8/2/10,CL,8/5/10,JM,1/10/11,JM,,,69,0,0,"8/2/10, CL: pith of tree rotten. Only bored <10 cm before spin out; 1/10/11, JM: 69 rings, 2009-1941."
202585,2032,405,Juglans nigra,8/10/10,LT,8/25/10,JM,1/11/11,JM,,,86,0,0,"1/11/10, JM: 86 rings, 2009-1924."
202941,2031,485,Juglans nigra,8/4/10,JM,8/6/10,JM,1/11/11,JM,,,102,1,0,"1/11/10, JM: 102 rings, 2009-1908."
40024A,401,249,Juglans nigra,6/23/10,JM,7/14/10,JM,1/12/11,JM,,,61,1,0,"1/13/10, JM: 61 rings, 2009-1949."
40024B,401,281.8,Juglans nigra,6/23/10,JM,7/14/10,JM,1/13/11,JM,,,61,1,0,"1/13/10, JM: 61 rings, 2009-1949."
12366,128,100.5,Liriodendron tulipifera,3/7/11,VM,3/10/11,MF,4/5/11,JM,,,29,1,0,"4/5/11, JM: 29 rings, 2009-1981."
12473,130,117.9,Liriodendron tulipifera,3/7/11,DS,3/10/11,MK,,,,,,,,
12490,131,312.9,Liriodendron tulipifera,10/19/10,CL,10/25/10,JM,11/4/10,JM,,,70,1,0,"10/29/10, JM: Tree re-cored, original mounted incorrectly; 11/4/10, JM: 70 rings, 2009-1940."
22545,230,590.2,Liriodendron tulipifera,10/19/10,CL,10/25/10,JM,11/4/10,JM,,,88,1,0,"10/29/10, JM: Tree re-cored, original mounted incorrectly; 11/4/10, JM: 88 rings, 2009-1922. 3 false rings at the pith."
22603,231,130.7,Liriodendron tulipifera,3/7/11,VM,3/10/11,NP,3/28/11,JM,8/9/11,JM,48,1,0,"3/28/11, JM: 48 rings, 2009-1962; 8/9/11, JM: Everything measures right, actually a very readible core. Just poor correlation?"
22604,231,275.6,Liriodendron tulipifera,10/19/10,CL,10/25/10,CL,11/4/10,JM,12/8/10,JM,46,1,0,"10/29/10, JM: Tree re-cored, original mounted incorrectly; 11/4/10, JM: 45 rings, 2009-1965; 12/8/10, JM: 46 rings, 2009-1964. Found missing ring, improved correlation by .04."
32189,322,509.7,Liriodendron tulipifera,6/25/10,JM,7/14/10,CL,11/12/10,JM,,,74,0,0,"11/12/10, JM: 74 rings, 2009-1936. Possibly missing bark? "
32484,330,125.7,Liriodendron tulipifera,3/7/11,DS,3/10/11,MK,,,,,,,,
42287,425,252,Liriodendron tulipifera,7/6/10,JM,7/14/10,WR,11/4/10,JM,,,83,1,0,"11/4/10, JM: 83 rings, 2009-1927. Many of the first rings were difficult to distinguish- core was perhaps twisted?"
42544,430,308.5,Liriodendron tulipifera,7/6/10,JM,7/14/10,CR,11/10/10,JM,,,56,1,0,"11/10/10, JM: 56 rings, 2009-1954. The section of core starting at ring 60 is flipped upside down, but I believe the rings are still going in the correct direction."
50474,509,317.6,Liriodendron tulipifera,6/25/10,JM,7/14/10,DC,11/10/10,JM,,,87,1,0,"11/10/10, JM: 87 rings, 2009-1923. First 3 rings are on part of a poorly-pieced together, twisted core, and so there may be more rings than the 3 observed. Based on marker years, I'm missing one ring; 12/8/10, JM: think the second piece of core mounted in the wrong direction. Also, only two rings in the first piece. markedly improved correlation."
52388,530,251.1,Liriodendron tulipifera,7/2/10,JM,7/14/10,JG,11/4/10,JM,12/8/10,JM,81,1,0,"11/4/10, JM: 81 rings, 2009-1929; 12/8/10, JM: a suggested shift of -1 in the last 15 rings, but I can't find it."
62144,620,724,Liriodendron tulipifera,6/29/10,MH,7/14/10,DC,11/10/10,JM,,,99,0,0,"11/10/10, JM: 99 rings, 2009-1911. First 10 rings possibly on twisted piece of core? A little challenging to see ring boundaries."
62248,623,215.2,Liriodendron tulipifera,6/29/10,MH,7/14/10,DC,11/10/10,JM,,,58,0,0,"7/14/10, DC: spirally twisted core. Broke into pieces to maintain proper orientation; 11/10/10, JM: 58 rings, 2009-1952. Difficult to see rings because of twisting, broken parts of core. Ring 33 very narrow."
72443,732,177,Liriodendron tulipifera,7/6/10,CL,7/14/10,CR,11/13/10,JM,,,NA,NA,0,"11/13/10, JM: First pieces of core broken up, and I'm suspicious that they were mounted incorrectly. However, believe first ring is along a crack. Second piece of core mounted incorrectly, estimate only ring 3 is on this section. Didn't finish measuring, suggest throwing out core."
82213,822,612,Liriodendron tulipifera,3/8/11,MK,3/10/11,SR,3/29/11,JM,,,98,1,0,"3/29/11, JM: 98 rings, 2009-1912."
82218,822,613.9,Liriodendron tulipifera,10/25/10,CL,10/27/10,CL,11/4/10,JM,,,91,1,0,"10/29/10, JM: re-cored tree, original mounted incorrectly; 11/4/10, JM: 91 rings, 2009-1919."
82317,827,145,Liriodendron tulipifera,3/8/11,TB,3/10/11,MF,4/6/11,JM,,,88,1,0,"4/6/11, JM: 88 rings, 2009-1922."
82368,829,302.8,Liriodendron tulipifera,10/25/10,CL,10/27/10,CL,11/4/10,JM,12/8/10,JM,139,1,0,"10/29/10, JM: re-cored tree, original mounted incorrectly; 11/4/10, JM: 140 rings, 2009-1970. I have a suspension that there are missing rings- very slow growth for this tree; 12/8/10, JM: re-measured, didn't change correlation."
92384,925,122.8,Liriodendron tulipifera,3/8/11,AT,3/10/11,MK,3/28/11,JM,,,83,1,0,"3/28/11, JM: 83 rings, 2009-1927."
92493,925,187.3,Liriodendron tulipifera,7/1/10,DC,7/14/10,CL,11/12/10,JM,,,93,1,0,"11/12/10, JM: 93 rings, 2009-1917. Rings 9-11 very narrow."
92505,925,647.9,Liriodendron tulipifera,7/1/10,DC,7/14/10,CL,,,,,,,0,Cored twice (and not on purpose). Other cored on 7/8/10 by DC and mounted 7/14/10 by WR.
102404,1027,241.9,Liriodendron tulipifera,7/8/10,DC,7/14/10,PC,,,,,,,0,
102412,1027,557,Liriodendron tulipifera,8/2/10,JM,8/5/10,SG,9/20/10,JM,,,81,1,0,"Originally cored on 7/8/10 by DC; 9/20/10, JM: 81 rings, 2009-1929."
121442,1215,254.7,Liriodendron tulipifera,7/19/10,JM,7/26/10,JM,9/20/10,JM,,,58,1,0,"9/20/10, JM: 58 rings, 2009-1952."
131304,1314,613.7,Liriodendron tulipifera,10/25/10,CL,10/27/10,CL,11/4/10,JM,,,80,1,0,"10/29/10, JM: re-cored tree, original mounted incorrectly; 11/4/10, JM: 80 rings, 2009-1930."
151125,1511,468.2,Liriodendron tulipifera,8/9/10,CL,8/26/10,JM,10/6/10,JM,12/7/10,JM,73,1,0,"10/6/10, JM: 73 rings, 2009-1937; 12/7/10, JM: suggested shift of -4 after 1985, however cannot find any missing rings. "
160777,1608,434.2,Liriodendron tulipifera,8/4/10,JG,8/10/10,CL,10/7/10,JM,,,61,1,0,"10/7/10, JM: 61 rings, 2009-1949."
160930,1608,490.5,Liriodendron tulipifera,8/4/10,JG,8/10/10,CL,10/6/10,JM,,,85,1,0,"10/6/10, JM: 85 rings, 2009-1925."
170994,1704,528.9,Liriodendron tulipifera,8/5/10,LT,8/10/10,JM,10/6/10,JM,,,50,0,0,"10/6/10, JM: 50 rings, 2009-1960."
172229,1719,708.1,Liriodendron tulipifera,8/2/10,CL,8/6/10,SG,11/8/10,JM,,,130,1,0,"11/8/10, JM: 130 rings, 2009-1880."
180751,1807,591.9,Liriodendron tulipifera,8/5/10,LT,8/10/10,CL,10/6/10,JM,,,67,0,0,"10/6/10, JM: 67 rings, 2009-1943. False ring at the end of the core."
180794,1811,415.6,Liriodendron tulipifera,8/3/10,JM,8/4/10,JM,9/20/10,JM,,,62,1,0,"9/20/10, JM: 62 rings, 2009-1948."
190018,1901,775.1,Liriodendron tulipifera,8/9/10,CL,8/26/10,JM,11/10/10,JM,,,57,0,0,"11/10/10, JM: 57 rings, 2009-1953. Very large rings, I'm guessing that the center was almost reached."
190438,1905,675.1,Liriodendron tulipifera,8/9/10,CL,8/26/10,SE,11/9/10,JM,,,74,1,0,"11/9/10, JM: 74 rings, 2009-1936."
190497,1909,136,Liriodendron tulipifera,3/8/11,TB,3/10/11,JL,4/5/11,JM,,,62,1,0,"4/5/11, JM: 62 rings, 2009-1948."
192128,1923,136.2,Liriodendron tulipifera,3/8/11,AT,3/10/11,JL,3/29/11,JM,,,45,0,0,"3/29/11, JM: 45 rings, 2009-1965."
192129,1923,114.3,Liriodendron tulipifera,3/8/11,TB,3/10/11,JL,3/28/11,JM,,,39,1,0,"3/28/11, JM: 39 rings, 2009-1971."
200038,2001,819.5,Liriodendron tulipifera,8/9/10,CL,10/25/10,CL,11/12/10,JM,,,55,0,0,"11/12/10, JM: 55 rings, 2009-1955."
200168,2002,423.1,Liriodendron tulipifera,8/9/10,CL,8/25/10,JM,10/6/10,JM,,,60,1,0,"10/6/10, JM: 60 rings, 2009-1950."
200389,2003,329.5,Liriodendron tulipifera,8/9/10,CL,8/26/10,JM,10/6/10,JM,,,60,1,0,"10/6/10, JM: 60 rings, 2009-1950."
200825,2008,289.8,Liriodendron tulipifera,8/9/10,CL,8/25/10,JM,10/6/10,JM,12/8/10,JM,65,1,0,"10/6/10, JM: 65 rings, 2009-1945; 12/8/10, JM: same ring count, re-measured, improved correlation by .03."
200988,2010,361.7,Liriodendron tulipifera,8/3/10,JM,8/10/10,CL,10/6/10,JM,,,56,1,0,"10/6/10, JM: 56 rings, 2009-1954."
202096,2021,121.9,Liriodendron tulipifera,3/8/11,AT,3/10/11,JL,,,,,,,,
202162,2024,260.5,Liriodendron tulipifera,8/3/10,CL,8/10/10,JM,10/6/10,JM,,,30,1,0,"10/6/10, JM: 30 rings, 2009-1980."
202555,2029,723.6,Liriodendron tulipifera,8/3/10,DC,8/10/10,JM,11/12/10,JM,,,83,1,0,"11/13/10, JM: 83 rings, 2009-1927. Ring 46 very narrow."
160665A,1604,666.1,Liriodendron tulipifera,8/4/10,JG,8/10/10,JM,10/6/10,JM,,,56,0,0,"10/6/10, JM: 56 rings, 2009-1954. False ring in 11."
160665B,1604,630.5,Liriodendron tulipifera,8/4/10,JG,8/10/10,CL,10/7/10,JM,,,52,0,0,"10/7/10, JM: 52 rings, 2009-1958. Two false rings in 40."
92486,925,180.4,Liriodendron tulipifera,7/9/10,DC,7/14/10,CL,11/12/10,JM,,,89,1,1,"Cored twice (and not on purpose). Other cored on 7/9/10 by JM and mounted 7/14/10 by CR; 11/12/10, JM: 89 rings, 2009-1921."
92486,925,180.4,Liriodendron tulipifera,10/25/10,CL,10/27/10,CL,11/4/10,JM,,,89,1,0,"10/29/10, JM: re-cored tree, original mounted incorrectly; 11/4/10, JM: 89 rings, 2009-1921."
10551,109,242.2,Nyssa sylvatica,8/9/10,JM,8/26/10,JM,,,,,,,0,
20639,210,186.6,Nyssa sylvatica,6/25/10,HB,7/14/10,WR,,,,,,,0,
20674,211,208.8,Nyssa sylvatica,6/25/10,HB,7/14/10,LZ,,,,,,,0,
22103,219,153.1,Nyssa sylvatica,7/1/10,JM,7/14/10,RW,,,,,,,0,"7/14/10, RW: fell apart not in sequence? But in the way the core came out."
32505,331,192.9,Nyssa sylvatica,7/2/10,JG,7/14/10,CW,,,,,,,0,
50575,515,213.2,Nyssa sylvatica,6/29/10,JM,7/15/10,LT,,,,,,,0,
52195,522,242.8,Nyssa sylvatica,6/29/10,MH,7/14/10,DC,,,,,,,0,
62173,621,165,Nyssa sylvatica,6/29/10,MH,7/14/10,DC,,,,,,,0,
62464,632,236.1,Nyssa sylvatica,7/6/10,CL,7/14/10,WR,,,,,,,0,
70492,714,194,Nyssa sylvatica,6/30/10,HB,7/14/10,CF,,,,,,,0,
82021,817,160.9,Nyssa sylvatica,7/1/10,DC,7/14/10,CR,,,,,,,0,
82259,824,195.6,Nyssa sylvatica,7/1/10,DC,7/16/10,JM,,,,,,,0,"7/1/10, DC: core fell to pieces and I'm not sure I put in the straw in the right order. Small, rotten-looking section."
92171,921,234,Nyssa sylvatica,8/2/10,JM,8/6/10,JM,,,,,,,0,Cored originally on 7/2/10 by JT.
92237,922,215.5,Nyssa sylvatica,7/1/10,DC,7/14/10,RW,,,,,,,0,
92415,926,207.1,Nyssa sylvatica,7/7/10,JG,7/14/10,LZ,,,,,,,0,
92422,926,163.2,Nyssa sylvatica,7/7/10,JG,7/14/10,LZ,,,,,,,0,
92435,926,173.4,Nyssa sylvatica,7/8/10,DC,7/14/10,PC,,,,,,,0,
101321,1016,341.3,Nyssa sylvatica,7/18/10,JT,7/26/10,JM,,,,,,,0,
102373,1026,185,Nyssa sylvatica,7/9/10,JM,7/14/10,CL,,,,,,,0,
111293,1116,188.9,Nyssa sylvatica,7/13/10,JM,7/16/10,JM,,,,,,,0,
112345,1125,192.4,Nyssa sylvatica,7/8/10,DC,7/14/10,LZ,,,,,,,0,
112377,1126,170.8,Nyssa sylvatica,7/8/10,DC,7/14/10,LZ,,,,,,,0,
122050,1218,209.7,Nyssa sylvatica,NA,NA,NA,NA,NA,NA,,,NA,,0,"7/19/10, JM: hollow, rotting tree."
132067,1319,325.2,Nyssa sylvatica,7/19/10,CL,7/23/10,JG,,,,,,,0,
150902,1506,162.9,Nyssa sylvatica,8/4/10,JG,8/10/10,CL,,,,,,,0,
152504,1525,294.3,Nyssa sylvatica,7/7/10,JM,7/14/10,LZ,,,,,,,0,
152593,1527,161.9,Nyssa sylvatica,7/7/10,JM,7/14/10,LZ,,,,,,,0,
160936,1609,199.1,Nyssa sylvatica,8/5/10,LT,8/10/10,JM,,,,,,,0,
172262,1720,177.3,Nyssa sylvatica,NA,NA,NA,NA,NA,NA,,,NA,,0,"8/2/10, CL: too small, DBH is actually approx. 7 cm."
182137,1821,206.1,Nyssa sylvatica,8/2/10,CL,8/4/10,JM,,,,,,,0,
192118,1922,284,Nyssa sylvatica,8/3/10,CL,8/4/10,JM,,,,,,,0,
192230,1919,161.3,Nyssa sylvatica,8/3/10,CL,8/4/10,JM,,,,,,,0,
202247,2018,153.3,Nyssa sylvatica,8/3/10,CL,8/4/10,JM,,,,,,,0,.
150798A,1506,289.5,Nyssa sylvatica,,,,,,,,,,,0,
150798B,1506,298.9,Nyssa sylvatica,8/4/10,JG,8/10/10,CL,,,,,,,0,
72458,732,279.1,Pinus strobus,8/9/10,CL,7/14/10,JM,12/17/10,JM,,,64,1,0,"Originally cored with a dull borer 7/6/10 by CL; 12/17/10, JM: 64 rings, 2009-1946,  Ring 44 very narrow."
102273,1023,219.2,Pinus strobus,7/9/10,JM,7/14/10,CL,12/29/10,JM,,,61,0,0,"12/29/10, JM: 61 rings, 2009-1949. Ring 49 a very narrow ring, think a piece of core is missing from the front. Scarring after ring 61."
102279,1023,331,Pinus strobus,7/9/10,JM,7/14/10,CL,12/21/10,JM,,,79,1,0,"12/21/10, JM: 79 rings, 2009-1931. "
112136,1120,262.2,Pinus strobus,10/25/10,CL,10/27/10,CL,12/29/10,JM,,,74,1,0,"10/29/10, JM: re-cored tree, original mounted incorrectly; 12/29/10, JM: 74 rings, 2009-1936."
112145,1120,239.4,Pinus strobus,7/19/10,JM,7/26/10,JM,12/17/10,JM,,,51,1,0,"12/17/10, JM: 51 rings, 2009-1959. First 14 rings narrow."
112170,1121,324.7,Pinus strobus,7/19/10,JM,7/26/10,JM,12/17/10,JM,,,65,1,0,"12/17/10, JM: 65 rings, 2009-1945."
112180,1121,188.6,Pinus strobus,7/19/10,JM,7/26/10,JM,12/17/10,JM,,,53,0,0,"12/17/10, JM: 53 rings, 2009-1957."
112215,1122,157.6,Pinus strobus,8/9/10,CL,8/29/10,JM,12/17/10,JM,,,74,1,0,"Originally sampled with a dull borer, recored tree; 12/17/10, JM: 74 rings, 2009-1936."
112258,1123,157.9,Pinus strobus,8/9/10,CL,8/29/10,JM,12/17/10,JM,,,81,1,0,"Originally sampled with a dull borer, recored tree; 12/17/10, JM: 81 rings, 2009-1929."
122128,1219,206.9,Pinus strobus,7/13/10,JG,7/28/10,JM,12/21/10,JM,,,70,1,0,"12/21/10, JM: 70 rings, 2009-1940. Ring 44 very narrow."
122131,1219,293.3,Pinus strobus,7/13/10,JG,7/28/10,JM,12/21/10,JM,,,47,0,0,"12/21/10, JM: 47 rings, 2009-1963. Narrow ring 44."
122146,1220,357.1,Pinus strobus,7/13/10,JG,7/16/10,JM,12/21/10,JM,,,55,0,0,"12/21/10, JM: 55 rings, 2009-1955. "
122149,1220,150.1,Pinus strobus,7/13/10,JG,7/16/10,JM,12/21/10,JM,,,59,1,0,"12/21/10, JM: 59 rings, 2009-1951. First 11 rings very narrow. Ring 44 very narrow."
122150,1221,329,Pinus strobus,7/13/10,JG,7/16/10,JM,12/21/10,JM,,,75,1,0,"12/21/10, JM: 75 rings, 2009-1935. Ring 44 narrow."
122157,1221,438.9,Pinus strobus,7/13/10,JG,7/16/10,JM,12/21/10,JM,,,58,1,0,"12/21/10, JM: 58 rings, 2009-1952."
122164,1221,191.6,Pinus strobus,7/13/10,JG,7/16/10,JM,12/29/10,JM,,,67,1,0,"12/29/10, JM: 67 rings, 2009-1943."
122165,1221,217,Pinus strobus,7/13/10,JG,7/16/10,JM,12/29/10,JM,,,70,1,0,"12/29/10, JM: 70 rings, 2009-1940. Core mounted incorrectly- piece before bark assumed to be last piece of core (after center of tree). Ring 48-50 irregular growth. Narrow 1944 ring."
122166,1221,374.2,Pinus strobus,7/13/10,JG,7/16/10,JM,12/29/10,JM,,,67,1,0,"12/29/10, JM: 67 rings, 2009-1943. Second piece of core should be third piece of core, third piece of core mounted backwards."
122180,1222,297.1,Pinus strobus,7/13/10,JG,7/16/10,JM,12/21/10,JM,,,70,1,0,"12/21/10, JM: 70 rings, 2009-1940. Ring 44 very narrow."
122184,1222,206.3,Pinus strobus,7/13/10,JG,7/16/10,JM,12/29/10,JM,,,66,1,0,"12/29/10, JM: 66 rings, 2009-1944."
122187,1222,288.9,Pinus strobus,7/13/10,JG,7/28/10,JM,12/17/10,JM,,,67,1,0,"12/17/10, JM: 67 rings, 2009-1943."
122229,1221,221.4,Pinus strobus,8/9/10,CL,8/29/10,JM,12/17/10,JM,,,63,1,0,"Originally sampled with a dull borer, recored tree; 12/17/10, JM: 63 rings, 2009-1947."
122275,1223,156.7,Pinus strobus,8/9/10,CL,8/29/10,JM,12/17/10,JM,,,58,1,0,"Originally sampled with a dull borer, recored tree; 12/17/10, JM: 58 rings, 2009-1952. First 10 rings narrow."
122278,1223,346.9,Pinus strobus,7/9/10,LT,7/14/10,CL,12/29/10,JM,,,30,0,0,"12/29/10, JM: 30 rings, 2009-1980. One of the ""bad"" cores, in pretty poor condition. Too much scarring after ring 30."
122302,1223,200,Pinus strobus,7/9/10,LT,7/14/10,JM,1/21/11,JM,,,47,1,0,"1/21/11, JM: 47 rings, 2009-1963."
