plot,x,y,Total_N_mean,NH4_mean,P,pH2,pH1,Al,Ca,K,Mg,Mn,ECEC,BS
1613,255,125,3.768539609,3.84152044,10.84170787,5.241101935,5.19,0.11,10.28,0.60,3.56,0.36,15.79,94.81
1614,255,135,3.652192396,3.737573539,10.60206609,5.224962557,5.17,0.10,10.13,0.57,3.50,0.35,15.72,95.33
1615,255,145,3.761157958,3.847230879,10.49756921,5.323703329,5.27,0.09,10.72,0.57,3.51,0.33,16.17,96.18
1616,255,155,3.759822903,3.847498279,10.49577578,5.470360013,5.43,0.07,11.83,0.59,3.58,0.29,16.91,97.24
1617,255,165,3.45742309,3.552299283,10.64387949,5.628054492,5.61,0.06,13.38,0.60,3.72,0.27,17.84,98.12
1618,255,175,3.2820422,3.380377537,11.09030007,5.729223126,5.72,0.05,15.13,0.61,3.92,0.27,18.94,98.59
1619,255,185,3.600546353,3.683388224,11.86894006,5.740194317,5.73,0.04,16.74,0.61,4.13,0.29,20.08,98.78
1620,255,195,3.861511718,3.904842772,12.85864125,5.731090959,5.72,0.03,18.17,0.61,4.33,0.31,21.17,98.91
1621,255,205,3.854327082,3.88862895,13.79907092,5.677160678,5.67,0.03,18.44,0.59,4.28,0.35,21.36,98.62
1622,255,215,3.666078401,3.709670445,14.58813723,5.579920222,5.59,0.03,17.48,0.56,4.04,0.39,20.62,98.08
1623,255,225,3.644488122,3.654091313,15.39946451,5.482331922,5.49,0.04,16.42,0.54,3.86,0.43,20.06,97.87
1624,255,235,3.680158254,3.664372016,16.29916729,5.377757921,5.36,0.05,15.34,0.51,3.80,0.45,19.84,97.80
1625,255,245,3.520506593,3.5534404,17.37424175,5.262388977,5.24,0.07,14.64,0.47,3.88,0.47,20.04,97.69
1626,255,255,3.459759425,3.548691711,18.61626937,5.152386962,5.14,0.10,14.61,0.44,4.07,0.48,20.54,97.66
1627,255,265,3.695467022,3.802230516,19.92796864,5.078233555,5.10,0.11,15.21,0.42,4.32,0.49,21.25,97.67
1628,255,275,3.883236518,3.989019773,21.09985807,5.072812476,5.11,0.12,16.40,0.39,4.58,0.46,22.25,97.20
1629,255,285,3.616512527,3.761283177,21.97804566,5.100106409,5.14,0.11,17.62,0.36,4.75,0.43,23.24,96.51
1630,255,295,3.438598201,3.667688278,22.6887166,5.121719755,5.13,0.09,18.45,0.33,4.77,0.40,23.87,97.02
1631,255,305,3.404502828,3.695703007,23.3775951,5.139405666,5.11,0.08,18.84,0.32,4.67,0.39,24.19,98.56
1632,255,315,3.288816871,3.536145232,24.04829242,5.15966593,5.10,0.08,18.96,0.32,4.49,0.41,24.17,99.63
1633,255,325,3.178834928,3.361057419,24.56350002,5.192029991,5.14,0.08,18.97,0.33,4.26,0.44,23.82,100.59
1634,255,335,3.150264801,3.292483853,24.76178817,5.206859184,5.18,0.08,18.57,0.35,3.98,0.46,22.92,100.07
1635,255,345,3.147634584,3.285193178,24.51480843,5.106581888,5.14,0.12,16.85,0.35,3.53,0.51,20.88,96.34
1636,255,355,3.157863594,3.311616657,23.91913364,4.892916838,4.99,0.21,14.09,0.34,2.93,0.58,18.15,90.20
1637,255,365,3.221745505,3.377105664,23.25640414,4.678407951,4.78,0.38,11.33,0.33,2.39,0.64,15.74,84.70
1638,255,375,3.295290843,3.447244151,22.79641558,4.537440425,4.60,0.57,9.39,0.32,2.04,0.69,14.15,81.91
1639,255,385,3.291921324,3.451661822,22.67042093,4.489956561,4.51,0.68,8.58,0.31,1.91,0.72,13.38,81.86
1640,255,395,3.316549092,3.483659247,22.70794508,4.493544121,4.49,0.66,8.50,0.31,1.90,0.74,13.11,84.13
1641,255,405,3.393906035,3.564056531,22.62261047,4.499805672,4.47,0.58,8.52,0.30,1.93,0.75,13.00,86.15
1642,255,415,3.405879584,3.581953117,22.15383866,4.476374661,4.41,0.56,8.33,0.30,1.92,0.77,12.82,86.00
1643,255,425,3.298597046,3.485909636,21.26815371,4.436146534,4.35,0.58,7.92,0.31,1.86,0.81,12.52,84.51
1644,255,435,3.077131516,3.271865582,20.14125784,4.426565383,4.34,0.53,7.58,0.31,1.77,0.83,12.05,83.12
1645,255,445,2.911914439,3.104584364,18.93452262,4.474475984,4.43,0.44,7.55,0.31,1.67,0.81,11.42,81.88
1646,255,455,3.181308737,3.378133412,17.73106113,4.571229131,4.58,0.37,7.64,0.31,1.55,0.74,10.71,80.01
1647,255,465,3.50411169,3.692731554,16.58633613,4.705218312,4.72,0.31,7.54,0.29,1.47,0.63,10.06,79.49
1648,255,475,3.699945625,3.867544037,15.52385174,4.823114801,4.80,0.28,7.15,0.26,1.40,0.55,9.50,80.94
1649,255,485,3.820061212,3.980378303,14.59631738,4.829793164,4.76,0.32,6.50,0.24,1.31,0.52,8.95,81.58
1650,255,495,3.940241354,4.103233728,13.81466251,4.726476123,4.65,0.46,5.91,0.23,1.20,0.55,8.44,80.39
1651,255,505,4.167404514,4.317708049,13.16712668,4.612881617,4.55,0.66,5.55,0.21,1.13,0.59,8.07,78.27
1652,255,515,4.26900722,4.418357058,12.70095253,4.571464876,4.52,0.95,5.44,0.20,1.12,0.62,8.00,76.29
1653,255,525,3.45793223,3.634498703,12.43595186,4.658850927,4.60,1.31,5.62,0.22,1.21,0.64,8.36,78.11
1654,255,535,2.07613884,2.221926262,12.38665643,4.787484471,4.71,1.47,5.94,0.25,1.34,0.66,9.08,82.82
1655,255,545,3.108089953,3.308755569,12.75858277,4.718527703,4.68,1.25,6.25,0.27,1.48,0.74,9.91,82.16
1656,255,555,4.084567392,4.287231461,13.37051244,4.721155313,4.71,0.77,7.01,0.30,1.65,0.77,10.83,81.28
1657,255,565,4.502589085,4.682551279,14.10119762,4.902198133,4.89,0.37,8.26,0.31,1.89,0.69,11.86,83.72
1658,255,575,4.724417874,4.882354407,14.84281813,5.159112451,5.14,0.15,9.73,0.31,2.16,0.59,12.98,88.35
1659,255,585,4.871852518,5.012439065,15.50647608,5.40269092,5.38,0.07,11.08,0.32,2.40,0.50,14.02,93.42
1660,255,595,5.088043415,5.222438198,16.04510467,5.580028268,5.57,0.04,11.99,0.32,2.55,0.43,14.78,96.72
1661,255,605,5.415383461,5.534594362,16.43627477,5.688158836,5.68,0.03,12.33,0.33,2.62,0.38,15.20,98.33
1662,255,615,5.824681779,5.920465922,16.69545014,5.745142705,5.72,0.03,12.22,0.34,2.62,0.34,15.34,98.69
1663,255,625,5.99664657,6.091032579,16.89292272,5.741184081,5.70,0.03,11.88,0.34,2.57,0.33,15.29,98.13
1664,255,635,5.969059304,6.077941845,17.10168385,5.691612371,5.65,0.04,11.54,0.33,2.49,0.34,15.10,97.09
1665,265,5,5.8241307,5.783733037,12.36628597,5.715661414,5.71,0.04,15.76,0.80,3.27,0.41,19.60,97.25
1666,265,15,5.83904092,5.817280566,12.53811987,5.795867465,5.77,0.04,16.37,0.74,3.31,0.38,20.10,97.85
1667,265,25,6.21639513,6.174459591,12.6205206,5.894405913,5.87,0.05,16.97,0.67,3.36,0.33,20.43,98.72
1668,265,35,5.710382508,5.659881077,12.7675258,5.824748501,5.83,0.05,16.37,0.65,3.49,0.33,20.14,98.92
1669,265,45,5.495443982,5.451162949,12.93157535,5.731927977,5.75,0.07,15.47,0.66,3.65,0.34,19.67,98.82
1670,265,55,5.918858109,5.894591216,13.0400565,5.661875176,5.69,0.08,14.62,0.66,3.79,0.34,19.14,98.59
1671,265,65,5.765294887,5.751979413,13.02988019,5.644802347,5.66,0.09,14.25,0.70,3.92,0.33,18.83,98.49
1672,265,75,5.085153521,5.068207087,12.89282095,5.667700931,5.66,0.10,14.18,0.77,4.02,0.32,18.65,98.49
1673,265,85,5.030151693,5.016635224,12.67405734,5.676924466,5.65,0.10,13.83,0.83,4.03,0.30,18.25,98.20
1674,265,95,4.935475805,4.938136966,12.34712278,5.645388727,5.61,0.10,13.09,0.84,3.96,0.28,17.59,97.52
1675,265,105,4.623705154,4.654138505,11.83756315,5.516970034,5.47,0.10,12.01,0.74,3.82,0.31,16.72,96.10
1676,265,115,3.942191721,4.020237164,11.33082246,5.349215344,5.29,0.10,10.82,0.63,3.68,0.35,15.89,95.02
1677,265,125,2.717700963,2.80912048,10.92360851,5.186188808,5.12,0.09,9.85,0.53,3.54,0.38,15.26,94.85
1678,265,135,2.626046415,2.725486172,10.71256613,5.154055883,5.09,0.09,9.62,0.50,3.46,0.38,15.16,95.30
1679,265,145,3.600725711,3.708750306,10.66881534,5.254354166,5.19,0.08,10.11,0.52,3.43,0.35,15.54,95.87
1680,265,155,3.99784669,4.07619002,10.67463147,5.366452078,5.33,0.07,10.96,0.53,3.43,0.32,16.09,96.67
1681,265,165,3.723779075,3.768217417,10.77554731,5.520579128,5.51,0.05,12.28,0.54,3.51,0.28,16.98,97.68
1682,265,175,2.871742054,2.944722377,11.3096886,5.72531003,5.69,0.04,14.42,0.57,3.77,0.26,18.59,98.59
1683,265,185,3.604334847,3.696299115,12.24656127,5.808662595,5.77,0.04,16.48,0.60,4.04,0.26,20.23,98.75
1684,265,195,4.147485651,4.197787542,13.32214565,5.894117549,5.85,0.03,18.46,0.61,4.26,0.25,21.67,98.89
1685,265,205,4.207164808,4.245533475,14.39861749,5.881787564,5.86,0.03,19.42,0.61,4.32,0.27,22.27,98.80
1686,265,215,3.936923941,3.999730967,15.390546,5.768541973,5.77,0.03,19.10,0.59,4.23,0.32,22.03,98.40
1687,265,225,4.242148604,4.343255312,16.34989868,5.654919862,5.66,0.04,18.24,0.56,4.11,0.35,21.69,98.20
1688,265,235,4.929046533,5.148216552,17.33883406,5.52822232,5.51,0.05,17.15,0.52,4.05,0.37,21.48,98.13
1689,265,245,3.985868137,4.12704194,18.46508626,5.360838063,5.34,0.07,16.51,0.48,4.16,0.41,21.70,97.79
1690,265,255,3.724351534,3.855638326,19.71006789,5.178777359,5.18,0.09,16.38,0.43,4.37,0.45,22.19,97.42
1691,265,265,4.606518762,4.797381608,21.01081492,5.000150348,5.05,0.10,16.65,0.38,4.62,0.49,22.75,96.91
1692,265,275,4.610802073,4.819622595,22.09817635,4.985079729,5.06,0.10,17.63,0.35,4.87,0.46,23.63,96.47
1693,265,285,3.652170391,3.821492958,22.85768604,5.115027352,5.17,0.09,18.94,0.34,5.03,0.38,24.51,96.35
1694,265,295,3.446194752,3.61014716,23.44126773,5.208920791,5.23,0.09,19.78,0.32,5.01,0.33,24.90,96.87
1695,265,305,3.3665236,3.524074589,23.93437118,5.257788174,5.23,0.08,19.96,0.30,4.82,0.31,24.89,98.55
1696,265,315,3.25297314,3.425825808,24.49007917,5.251930643,5.21,0.09,19.59,0.32,4.50,0.34,24.50,100.21
1697,265,325,3.115847264,3.284269741,24.80993591,5.253449839,5.22,0.09,19.07,0.34,4.15,0.38,23.87,101.40
1698,265,335,2.872860429,3.000267027,24.7468255,5.257478732,5.24,0.11,18.29,0.35,3.75,0.40,22.73,100.40
1699,265,345,2.882539073,3.00870452,24.50409994,5.153502848,5.19,0.14,16.72,0.35,3.32,0.45,20.73,97.08
1700,265,355,3.166862642,3.325716627,24.13433317,4.936560504,5.03,0.21,14.38,0.35,2.86,0.53,18.30,92.01
1701,265,365,3.47692113,3.613505262,23.60074308,4.717085451,4.81,0.31,11.76,0.33,2.41,0.61,15.96,87.38
1702,265,375,3.936657418,4.032856087,23.20050134,4.581937443,4.62,0.43,9.91,0.32,2.10,0.67,14.44,85.66
1703,265,385,3.547595076,3.692285474,23.16077223,4.577152993,4.58,0.48,9.62,0.32,2.06,0.67,14.17,86.80
1704,265,395,3.327022686,3.504037346,23.19011391,4.604495685,4.59,0.43,9.85,0.32,2.11,0.65,14.30,89.79
1705,265,405,3.305853767,3.494979391,23.09446562,4.625646143,4.59,0.33,10.07,0.31,2.17,0.62,14.37,91.91
1706,265,415,3.306714385,3.50288275,22.60052655,4.594539405,4.55,0.33,9.91,0.31,2.16,0.63,14.20,91.14
1707,265,425,3.222761077,3.42527815,21.68569249,4.522603707,4.48,0.41,9.33,0.31,2.09,0.69,13.71,88.38
1708,265,435,2.775062752,2.958575782,20.56842834,4.475632737,4.43,0.40,8.71,0.32,1.98,0.75,13.00,85.97
1709,265,445,1.864147314,1.972097826,19.32342874,4.484464414,4.47,0.35,8.26,0.32,1.84,0.77,12.10,84.14
1710,265,455,2.875518953,3.060958578,17.83930919,4.510611048,4.55,0.38,7.57,0.31,1.62,0.70,10.92,78.84
1711,265,465,3.439880124,3.645514431,16.35766577,4.5648787,4.60,0.40,6.63,0.30,1.42,0.60,9.75,75.09
1712,265,475,3.641880962,3.840104313,14.9499379,4.594365099,4.61,0.46,5.54,0.27,1.23,0.51,8.66,72.94
1713,265,485,3.785981371,3.974230089,13.96818963,4.597322661,4.56,0.56,4.85,0.25,1.11,0.48,7.97,73.70
1714,265,495,4.069687368,4.235178523,13.35711352,4.57667401,4.51,0.67,4.70,0.22,1.04,0.50,7.65,77.04
1715,265,505,5.09018067,5.195173147,12.79266379,4.528760421,4.47,0.73,4.62,0.18,0.99,0.52,7.36,79.54
1716,265,515,7.045478899,7.091849007,12.42400706,4.475219959,4.44,1.01,4.53,0.16,0.98,0.55,7.24,74.69
1717,265,525,4.984137254,5.110444025,12.36845913,4.492513983,4.45,1.48,4.80,0.19,1.06,0.61,7.64,72.78
1718,265,535,3.928436886,4.119557545,12.48974087,4.507614273,4.47,1.74,5.17,0.24,1.20,0.69,8.38,74.16
1719,265,545,4.000553691,4.210504034,12.79088233,4.456304984,4.44,1.45,5.53,0.29,1.34,0.82,9.27,74.98
1720,265,555,4.317375176,4.521057835,13.30228223,4.521303421,4.50,0.86,6.20,0.31,1.51,0.84,10.19,76.97
1721,265,565,4.503037239,4.694248485,13.9466548,4.75970912,4.73,0.38,7.28,0.30,1.73,0.73,11.10,81.72
1722,265,575,4.436854379,4.605098199,14.54330252,5.030991161,5.00,0.14,8.50,0.29,1.96,0.62,11.97,87.15
1723,265,585,3.997507862,4.111838965,15.07216079,5.297681887,5.29,0.05,9.72,0.27,2.18,0.53,12.82,92.80
1724,265,595,4.668710076,4.812376818,15.71755738,5.517559155,5.51,0.04,10.90,0.28,2.38,0.45,13.77,95.98
1725,265,605,5.48432314,5.608534393,16.27991732,5.662615738,5.66,0.03,11.68,0.29,2.51,0.38,14.56,97.77
1726,265,615,6.811447683,6.869729671,16.67860728,5.78005427,5.75,0.03,11.99,0.31,2.56,0.32,15.02,98.71
1727,265,625,7.041940067,7.089692355,16.93551784,5.791034596,5.74,0.04,11.81,0.31,2.52,0.30,15.08,98.39
1728,265,635,6.171470696,6.270756567,17.13767537,5.707341572,5.67,0.04,11.43,0.31,2.42,0.33,14.85,97.30
1729,275,5,5.9817852,5.932318746,12.06895373,5.757304526,5.75,0.03,16.07,0.78,3.15,0.39,19.45,96.61
1730,275,15,6.014337869,5.97849661,12.17931275,5.827329675,5.80,0.03,16.51,0.71,3.18,0.36,19.87,97.08
1731,275,25,6.25255349,6.230269508,12.27526094,5.904650373,5.88,0.04,16.92,0.65,3.26,0.32,20.18,97.77
1732,275,35,5.711202981,5.690164245,12.43176802,5.820427295,5.83,0.04,16.19,0.65,3.41,0.33,19.85,97.90
1733,275,45,5.492927552,5.479063052,12.61987494,5.719367125,5.75,0.05,15.20,0.67,3.59,0.34,19.33,97.80
1734,275,55,5.910141931,5.918130554,12.7716267,5.64432547,5.68,0.05,14.28,0.68,3.75,0.34,18.76,97.64
1735,275,65,5.752221947,5.77094355,12.81959757,5.624131851,5.65,0.06,13.85,0.72,3.89,0.33,18.45,97.71
1736,275,75,5.111224545,5.120330766,12.75115569,5.64444498,5.64,0.06,13.71,0.78,4.01,0.32,18.32,98.03
1737,275,85,5.41499346,5.408504861,12.61322664,5.653813128,5.63,0.07,13.28,0.81,4.02,0.30,17.99,98.22
1738,275,95,6.637483498,6.619744399,12.36205601,5.632442963,5.58,0.07,12.49,0.79,3.94,0.28,17.35,98.02
1739,275,105,4.993084284,5.032189827,11.89984036,5.527314649,5.44,0.07,11.54,0.70,3.82,0.31,16.51,96.84
1740,275,115,3.971259687,4.071869335,11.4490999,5.382015467,5.27,0.07,10.57,0.59,3.67,0.35,15.67,95.80
1741,275,125,2.715750756,2.827354635,11.09945241,5.227272732,5.13,0.07,9.75,0.51,3.51,0.38,15.02,95.32
1742,275,135,2.62516284,2.743528071,10.9524984,5.18438046,5.10,0.07,9.55,0.48,3.41,0.39,14.91,95.39
1743,275,145,3.613551672,3.741471637,10.99181763,5.258004884,5.18,0.07,9.97,0.50,3.36,0.37,15.28,95.67
1744,275,155,4.096085292,4.190201844,11.09512488,5.332841423,5.29,0.06,10.63,0.51,3.34,0.35,15.80,96.15
1745,275,165,4.454849733,4.519412131,11.31866985,5.43117391,5.43,0.05,11.63,0.52,3.39,0.32,16.64,96.98
1746,275,175,3.731252903,3.830163111,11.93269548,5.634611292,5.62,0.04,13.60,0.55,3.62,0.29,18.32,98.17
1747,275,185,3.724438551,3.831759646,12.85614582,5.790159601,5.76,0.04,15.74,0.59,3.88,0.27,20.10,98.71
1748,275,195,4.142986654,4.216266195,13.93544344,5.91947215,5.89,0.03,17.84,0.61,4.11,0.24,21.68,98.90
1749,275,205,4.333212756,4.38241403,15.09863592,5.949930593,5.93,0.03,19.30,0.62,4.28,0.25,22.72,98.90
1750,275,215,4.593565142,4.636840445,16.2853375,5.881972211,5.87,0.03,19.79,0.60,4.36,0.29,23.17,98.52
1751,275,225,5.064129185,5.148990973,17.39110303,5.786001672,5.78,0.04,19.51,0.58,4.34,0.31,23.27,98.15
1752,275,235,5.217145294,5.458946638,18.43181077,5.645441231,5.63,0.05,18.73,0.54,4.29,0.32,23.18,97.98
1753,275,245,4.039285005,4.21611103,19.55218488,5.458973992,5.45,0.07,18.20,0.48,4.39,0.35,23.33,97.62
1754,275,255,3.708949518,3.888497499,20.7401371,5.258013298,5.28,0.09,18.05,0.42,4.61,0.38,23.66,97.12
1755,275,265,4.515434064,4.803216315,21.96008492,5.065041891,5.13,0.10,18.24,0.36,4.88,0.42,24.08,96.49
1756,275,275,4.471124693,4.855915342,22.99570843,5.049078162,5.12,0.10,19.08,0.33,5.15,0.39,24.80,96.59
1757,275,285,3.751638838,4.078316278,23.74738633,5.195494665,5.24,0.10,20.29,0.32,5.31,0.31,25.53,97.10
1758,275,295,3.739234269,3.938268199,24.30025878,5.285198282,5.31,0.09,20.85,0.31,5.23,0.27,25.64,97.74
1759,275,305,3.480477206,3.630496353,24.68255614,5.297133057,5.29,0.09,20.53,0.30,4.90,0.28,25.14,98.69
1760,275,315,3.286329726,3.454489175,25.10126588,5.258834693,5.24,0.10,19.69,0.32,4.47,0.33,24.30,99.86
1761,275,325,3.123840163,3.299825922,25.29139416,5.235100822,5.22,0.11,18.75,0.35,4.03,0.37,23.33,100.65
1762,275,335,2.866906986,3.010031495,25.15909594,5.225896858,5.23,0.13,17.84,0.36,3.59,0.40,22.05,99.71
1763,275,345,2.876499557,3.020191369,24.92581322,5.133889083,5.19,0.15,16.55,0.37,3.18,0.44,20.26,97.04
1764,275,355,3.178476939,3.351668217,24.63209252,4.950663611,5.04,0.19,14.64,0.36,2.81,0.52,18.17,92.85
1765,275,365,3.504579863,3.648710534,24.16883622,4.760783631,4.85,0.26,12.47,0.34,2.43,0.59,16.11,88.66
1766,275,375,3.951552441,4.044074795,23.78787161,4.639619823,4.69,0.34,10.98,0.33,2.18,0.63,14.79,86.96
1767,275,385,3.589032289,3.74112543,23.82424378,4.677077259,4.66,0.34,11.14,0.34,2.23,0.62,15.01,89.58
1768,275,395,3.347562122,3.536718355,23.847891,4.717678317,4.67,0.30,11.59,0.33,2.35,0.58,15.53,93.16
1769,275,405,3.316701745,3.520333312,23.70545711,4.734347201,4.69,0.24,11.91,0.32,2.44,0.53,15.83,94.89
1770,275,415,3.31529514,3.526415084,23.13844163,4.683718871,4.66,0.25,11.67,0.32,2.44,0.53,15.56,92.22
1771,275,425,3.240485852,3.457148676,22.15060845,4.574949908,4.58,0.34,10.76,0.32,2.33,0.59,14.79,87.04
1772,275,435,2.887273411,3.087719862,20.93751902,4.466872427,4.49,0.40,9.66,0.33,2.15,0.65,13.77,82.06
1773,275,445,2.292265139,2.437675518,19.57670646,4.390479851,4.46,0.44,8.61,0.33,1.94,0.70,12.61,77.78
1774,275,455,2.982023446,3.185644023,18.01010745,4.417603596,4.51,0.49,7.42,0.32,1.69,0.64,11.20,74.18
1775,275,465,3.435849036,3.659109448,16.42883185,4.451450164,4.54,0.56,6.15,0.31,1.45,0.56,9.81,71.11
1776,275,475,3.608200555,3.827922271,14.94595378,4.451966241,4.51,0.70,4.89,0.29,1.21,0.49,8.53,68.53
1777,275,485,3.742236487,3.952650366,13.94544,4.446228222,4.45,0.87,4.16,0.26,1.04,0.47,7.72,68.52
1778,275,495,4.042077152,4.226446986,13.36419586,4.440866863,4.41,0.99,3.98,0.22,0.95,0.48,7.31,71.49
1779,275,505,5.107172317,5.226170437,12.85519245,4.408565574,4.36,1.03,3.87,0.18,0.89,0.49,7.00,73.49
1780,275,515,7.170303253,7.220379007,12.56575575,4.346567452,4.31,1.32,3.75,0.16,0.87,0.51,6.85,67.81
1781,275,525,5.289578374,5.407253227,12.61148659,4.324415083,4.29,1.80,4.04,0.19,0.95,0.56,7.21,64.73
1782,275,535,4.400021523,4.581597985,12.80686575,4.304085651,4.28,2.01,4.49,0.24,1.08,0.65,7.89,65.44
1783,275,545,4.337184242,4.538651704,13.1103483,4.271308454,4.27,1.61,4.93,0.29,1.23,0.77,8.74,67.39
1784,275,555,4.454840035,4.656963545,13.57037021,4.377016223,4.36,0.90,5.57,0.31,1.41,0.79,9.66,71.92
1785,275,565,4.537000269,4.735429254,14.13142865,4.642646098,4.59,0.37,6.57,0.30,1.63,0.70,10.56,78.92
1786,275,575,4.378244756,4.558135413,14.64038564,4.934152008,4.89,0.13,7.75,0.27,1.85,0.61,11.38,85.67
1787,275,585,3.637041251,3.751569529,15.10101144,5.236959928,5.22,0.05,9.01,0.25,2.08,0.53,12.21,91.97
1788,275,595,4.523575934,4.681852923,15.75709872,5.446421158,5.45,0.03,10.28,0.25,2.30,0.45,13.23,95.18
1789,275,605,5.436857381,5.579218455,16.35497237,5.591133352,5.60,0.03,11.18,0.26,2.45,0.39,14.14,97.26
1790,275,615,6.778520185,6.854706089,16.7919739,5.717676948,5.70,0.03,11.63,0.26,2.51,0.33,14.72,98.57
1791,275,625,7.023882323,7.087192045,17.08114305,5.738722941,5.72,0.04,11.55,0.27,2.47,0.31,14.85,98.48
1792,275,635,6.159250448,6.272684546,17.29148801,5.664913453,5.66,0.05,11.23,0.27,2.38,0.34,14.63,97.30
1793,285,5,5.90415154,5.892337687,11.83547139,5.718989024,5.73,0.03,15.69,0.76,3.05,0.39,19.03,96.29
1794,285,15,5.601461221,5.620784754,11.88717166,5.718255977,5.72,0.03,15.57,0.69,3.07,0.39,19.12,96.22
1795,285,25,5.357466347,5.398379334,11.96674528,5.720871088,5.73,0.03,15.45,0.65,3.17,0.37,19.19,96.41
1796,285,35,5.258045887,5.301117342,12.11686045,5.697597883,5.72,0.03,15.11,0.66,3.34,0.36,19.13,96.69
1797,285,45,5.24607975,5.28253217,12.31625361,5.666947739,5.70,0.04,14.62,0.70,3.56,0.35,18.95,96.92
1798,285,55,5.233156883,5.268913483,12.50432912,5.647359141,5.69,0.04,14.15,0.75,3.78,0.34,18.71,97.16
1799,285,65,5.048113651,5.094376924,12.61146816,5.643048585,5.67,0.04,13.86,0.78,3.96,0.33,18.54,97.51
1800,285,75,4.848035927,4.902590707,12.61559851,5.639026716,5.64,0.04,13.57,0.80,4.09,0.32,18.36,97.91
1801,285,85,4.927984465,4.97467377,12.51547853,5.622139462,5.59,0.04,13.06,0.79,4.10,0.31,17.97,98.21
1802,285,95,5.045017858,5.09068078,12.28018665,5.596682112,5.51,0.04,12.31,0.74,4.01,0.31,17.33,98.10
1803,285,105,4.586419736,4.67173613,11.93322914,5.553815363,5.41,0.04,11.45,0.65,3.85,0.33,16.52,97.44
1804,285,115,4.104245719,4.230519308,11.60062096,5.473553117,5.29,0.05,10.67,0.56,3.66,0.35,15.76,96.62
1805,285,125,3.72354817,3.869347125,11.38051176,5.374431685,5.21,0.06,10.10,0.51,3.50,0.36,15.28,95.99
1806,285,135,3.626429348,3.777519314,11.34288575,5.325289263,5.19,0.06,9.94,0.49,3.40,0.37,15.21,95.70
1807,285,145,3.773340915,3.919453837,11.4902509,5.344067672,5.24,0.06,10.22,0.50,3.35,0.37,15.52,95.87
1808,285,155,3.865680782,3.998711851,11.75966573,5.396711936,5.34,0.06,10.82,0.51,3.36,0.36,16.11,96.23
1809,285,165,3.863558273,3.989709002,12.16203088,5.483507835,5.47,0.05,11.79,0.53,3.44,0.34,17.02,96.86
1810,285,175,3.745769232,3.879080911,12.79149563,5.609714273,5.61,0.05,13.30,0.55,3.58,0.32,18.37,97.75
1811,285,185,3.758398159,3.886996368,13.65499317,5.731702519,5.73,0.04,15.09,0.58,3.76,0.29,19.92,98.39
1812,285,195,3.942302473,4.045791746,14.69557311,5.828740348,5.82,0.03,16.92,0.60,3.96,0.27,21.44,98.74
1813,285,205,4.204693846,4.279118745,15.89793477,5.888595381,5.88,0.03,18.61,0.62,4.20,0.27,22.84,98.92
1814,285,215,5.418591511,5.448975646,17.22620721,5.908063652,5.90,0.03,19.91,0.61,4.42,0.28,24.00,98.87
1815,285,225,5.893334738,5.929223051,18.47170809,5.855910531,5.85,0.03,20.37,0.59,4.52,0.29,24.61,98.53
1816,285,235,4.278678193,4.399104973,19.55289763,5.715946709,5.71,0.05,19.99,0.55,4.53,0.29,24.71,98.19
1817,285,245,3.663457981,3.844245184,20.62365477,5.549896118,5.55,0.07,19.56,0.49,4.63,0.30,24.83,97.78
1818,285,255,3.39756791,3.658629031,21.69456628,5.384115945,5.40,0.09,19.45,0.42,4.83,0.30,25.00,97.15
1819,285,265,3.327718926,3.754364045,22.77312429,5.260788377,5.31,0.10,19.79,0.37,5.10,0.30,25.28,96.93
1820,285,275,3.021971457,3.797046945,23.81045574,5.237437403,5.29,0.11,20.44,0.33,5.36,0.29,25.70,97.53
1821,285,285,2.974443011,4.114964193,24.69842843,5.305274099,5.33,0.11,21.18,0.31,5.50,0.26,26.10,98.43
1822,285,295,4.063706205,4.487723418,25.293949,5.31754294,5.33,0.10,21.23,0.30,5.34,0.25,25.79,98.62
1823,285,305,3.697915882,3.890138615,25.68102539,5.239622242,5.25,0.10,20.20,0.31,4.87,0.30,24.72,98.71
1824,285,315,3.418139004,3.592578794,25.95150244,5.180133831,5.18,0.11,18.97,0.33,4.37,0.36,23.59,99.68
1825,285,325,3.224817066,3.41297705,26.05409125,5.141602332,5.15,0.12,17.79,0.36,3.89,0.41,22.37,100.14
1826,285,335,3.128006288,3.321420482,25.9775415,5.106925201,5.14,0.14,16.81,0.39,3.45,0.45,20.96,99.09
1827,285,345,3.117508367,3.315449805,25.75854002,5.043982735,5.12,0.16,15.91,0.40,3.07,0.50,19.46,96.73
1828,285,355,3.222446388,3.41844071,25.42883333,4.949436737,5.04,0.18,14.73,0.39,2.77,0.55,17.93,93.53
