Tag,chronology,chronology_status,chronology_notes,Quadrat,DBH,Latin,Date_Collected,Date_Mounted,Date_First_Measured,number_of_rings,Duplicate,Notes
111134,LITU,included,"adjusted -4, outer rings missing. Notes suggest part of core was lost in boring",1108,550.4,Liriodendron tulipifera,6/8/2010,7/6/2010,8/24/2010,90,0,"6/8/10, JB: collected as much sample as removable from corer; 8/24/10, JM: 88 rings, 2009-1922; 12/9/10, JM: 90 rings, 2009-1930. Huge difference if I add two ring to the beginning of the core, very plausible because there is no bark, looks like it is missing the first piece of core."
111163,QUVE,included,,1109,493.8,Quercus velutina,6/10/2010,7/12/2010,8/22/2010,73,0,"8/22/10, JM: 73 rings, 2009-1937."
111169,CATO,NA,core not measured,1110,264.9,Carya tomentosa,6/4/2010,7/12/2010,,,0,
111171,FAGR,included,,1110,113.6,Fagus grandifolia,3/8/2011,3/10/2011,3/29/2011,60,0,"3/29/11, JM: 58 rings, 2009-1952; 6/7/11, JM: 60 rings, 2009-1950."
111172,QUPR,included,,1110,313,Quercus prinus,6/4/2010,7/12/2010,9/1/2010,114,0,"9/1/10, JM: 114 rings, 2009-1896."
111173,QUPR,included,"low correlation, see note",1111,209.4,Quercus prinus,6/4/2010,7/12/2010,9/1/2010,81,0,"9/1/10, JM: 81 rings, 2009-1929; 11/1/10, JM: Re-measured core, improved correlation, but not by much. Cofecha highlights 1960-1970 as the most ""off"" years, but there is nothing abnormal about these years to explain the low correlation. However, there are two periods of slow growth in this core."
111180,CATO,NA,core not measured,1111,323.1,Carya tomentosa,6/4/2010,7/12/2010,,,0,
111188,CATO,NA,core not measured,1112,435.6,Carya tomentosa,6/4/2010,7/12/2010,,,0,
111190,CACO,NA,,1112,338.3,Carya cordiformis,8/5/2010,8/10/2010,,,1,"9/30/10, JM: Cored twice."
111192,CATO,NA,core not measured,1112,171.4,Carya tomentosa,6/4/2010,7/6/2010,,,0,
111208,FAGR,included,,1112,246.4,Fagus grandifolia,6/4/2010,6/17/2010,8/31/2010,80,0,"8/31/10, JM: 78 rings, 2009-1931; 12/13/10, JM: 80 rings, 2009-1930."
111212,CAGL,included,suppressed,1112,153,Carya glabra,6/4/2010,7/7/2010,10/1/2010,69,0,"10/1/10, JM: 69 rings, 2009-1941."
111240,QUPR,included,,1113,267.6,Quercus prinus,7/13/2010,7/16/2010,10/20/2010,75,0,"10/20/10, JM: 75 rings, 2009-1935. 11/30/10, JM: Re-measured core, ring count was the same. In fact, core highly visible. However, correlation minimally improved with remeasure."
111252,QURU,included,,1114,317,Quercus rubra,7/13/2010,7/16/2010,10/19/2010,81,0,"10/19/10, JM: 81 rings, 2009-1929."
111273,CACO,NA,core not measured,1115,203.8,Carya cordiformis,7/13/2010,7/16/2010,,,0,
111293,NYSY,NA,core not measured,1116,188.9,Nyssa sylvatica,7/13/2010,7/16/2010,,,0,
111314,QURU,included,,1114,694.2,Quercus rubra,7/13/2010,7/16/2010,10/15/2010,97,0,"10/15/10, JM: 97 rings, 2009-1913."
111336,CACO,NA,core not measured,1116,245.2,Carya cordiformis,7/19/2010,7/23/2010,,,0,
112082,QURU,included,,1118,324.1,Quercus rubra,7/19/2010,7/23/2010,12/17/2010,71,0,"12/17/10, JM: 71 rings, 2009-1939."
112136,PIST,included,,1120,262.2,Pinus strobus,10/25/2010,10/27/2010,12/29/2010,74,0,"10/29/10, JM: re-cored tree, original mounted incorrectly; 12/29/10, JM: 74 rings, 2009-1936."
112142,QUAL,included,,1120,367.1,Quercus alba,7/19/2010,7/23/2010,9/16/2010,128,0,"9/16/10, JM: 127 rings, 2009-1883; 11/5/10, JM: 128 rings, 2009-1882. Cofecha highlighted a missing ring between 1960-1940. Believe it is on an edge of a broken section of the core. Markedly improved correlation."
112145,PIST,,,1120,239.4,Pinus strobus,7/19/2010,7/26/2010,12/17/2010,51,0,"12/17/10, JM: 51 rings, 2009-1959. First 14 rings narrow."
112146,CATO,NA,core not measured,1120,171.8,Carya tomentosa,7/19/2010,7/28/2010,,,0,
112170,PIST,included,,1121,324.7,Pinus strobus,7/19/2010,7/26/2010,12/17/2010,65,0,"12/17/10, JM: 65 rings, 2009-1945."
112180,PIST,included,,1121,188.6,Pinus strobus,7/19/2010,7/26/2010,12/17/2010,53,0,"12/17/10, JM: 53 rings, 2009-1957."
112184,CAGL,NA,core not measured,1121,465.9,Carya glabra,7/19/2010,7/26/2010,,,0,"7/19/10, JM: end of core rotted and twisted."
112206,QUVE,included,,1121,521.4,Quercus velutina,7/19/2010,7/26/2010,10/14/2010,87,0,"10/14/10, JM: 87 rings, 2009-1923."
112215,PIST,included,,1122,157.6,Pinus strobus,8/9/2010,8/29/2010,12/17/2010,74,0,"Originally sampled with a dull borer, recored tree; 12/17/10, JM: 74 rings, 2009-1936."
112258,PIST,included,very low correlation,1123,157.9,Pinus strobus,8/9/2010,8/29/2010,12/17/2010,81,0,"Originally sampled with a dull borer, recored tree; 12/17/10, JM: 81 rings, 2009-1929."
112310,CACO,NA,core not measured,1124,155.2,Carya cordiformis,7/9/2010,7/14/2010,,,0,
112320,CAGL,NA,core not measured,1125,355,Carya glabra,7/9/2010,7/14/2010,,,0,
112323,JUNI,included,,1125,603,Juglans nigra,7/9/2010,7/14/2010,1/6/2011,97,0,"1/6/11, JM: 97 rings, 2009-1913."
112336,QUAL,included,,1125,505.9,Quercus alba,7/8/2010,7/14/2010,10/19/2010,114,0,"10/19/10, JM: 114 rings, 2009-1896."
112345,NYSY,NA,core not measured,1125,192.4,Nyssa sylvatica,7/8/2010,7/14/2010,,,0,
112360,CAOVL,NA,core not measured,1126,260,Carya ovalis,7/8/2010,7/14/2010,,,0,
112377,NYSY,NA,core not measured,1126,170.8,Nyssa sylvatica,7/8/2010,7/14/2010,,,0,
112399,CAGL,NA,core not measured,1127,164.1,Carya glabra,7/8/2010,7/14/2010,,,0,"7/14/10, PC: end pieces may have been twisted."
112453,CAOVL,NA,core not measured,1127,282.5,Carya ovalis,7/8/2010,7/14/2010,,,0,
120162,QUVE,included,"also listed as quru, but is quve",1202,472.3,Quercus velutina,6/15/2010,7/1/2010,9/7/2010,52,0,"9/7/10, JM: 52 rings, 2009-1958."
120200,ROPS,NA,core not measured,1202,495.7,Robinia pseudoacacia,6/15/2010,6/17/2010,,,,
120756,ULRU,included,,1204,204.6,Ulmus rubra,6/15/2010,6/17/2010,9/28/2010,74,0,"9/28/10, JM: 74 rings, 2009-1936."
120898,LITU,NA,core not measured,1205,165.5,Liriodendron tulipifera,6/10/2010,7/1/2010,NA,NA,0,"8/24/10, JM: Rings were unevenly grown on tree- the sample we took has only 17 cores to the pith, but from the sample beyond the pith, there are clearly more rings. Got rid of core."
120924,LITU,included,,1206,136.1,Liriodendron tulipifera,3/8/2011,3/10/2011,3/29/2011,72,0,"3/29/11, JM: 72 rings, 2009-1938."
121026,QURU,included,"listed as quve, is really quru",1206,597.2,Quercus rubra,6/10/2010,7/1/2010,8/19/2010,100,0,"8/19/10, JM: 100 rings, 2009-1910."
121088,CAGL,included,,1207,208.3,Carya glabra,6/10/2010,6/30/2010,10/1/2010,112,0,"6/30/10, JM: a piece of core between two pieces of bark. Moved it to the front of core, I think its in the right position; 10/1/10, JM: 112 rings, 2009-1898. First section of core can't distinguish cells. Using vessels, approximate 3 rings inside this section."
121105,CAGL,included,,1207,493.4,Carya glabra,6/10/2010,7/12/2010,9/15/2010,104,0,"9/15/10, JM: 104 rings, 2009-1906."
121162,CAOVL,included,"missing newest years, best match at -5",1208,307.9,Carya ovalis,6/10/2010,7/12/2010,9/28/2010,110,0,"9/28/10, JM: 110 rings, 2009-1900."
121186,QURU,included,,1210,207.3,Quercus rubra,6/7/2010,7/6/2010,8/20/2010,78,0,"8/20/10, JM: 78 rings, 2009-1932. First section of core mounted incorrectly, difficult to see rings- believe two rings in the first section."
121190,NYSY,NA,core not measured,1210,208,Nyssa sylvatica,6/7/2010,6/28/2010,,,0,
121212,LITU,included,,1207,816.2,Liriodendron tulipifera,8/9/2010,8/25/2010,11/4/2010,102,0,"Originally cored 6/10/10 by JT; 11/4/10, JM: 102 rings, 2009-1908."
121284,LITU,included,,1209,616.2,Liriodendron tulipifera,6/10/2010,7/12/2010,11/8/2010,88,0,"11/8/10, JM: 88 rings, 2009-1922."
121292,CATO,NA,core not measured,1210,238.7,Carya tomentosa,6/7/2010,7/12/2010,,,0,
121295,NYSY,NA,core not measured,1210,178.9,Nyssa sylvatica,6/4/2010,7/12/2010,,,0,
121296,CATO,NA,core not measured,1210,167.6,Carya tomentosa,6/4/2010,7/12/2010,,,0,
121298,NYSY,NA,core not measured,1211,575.1,Nyssa sylvatica,6/7/2010,7/7/2010,,,0,"6/7/10, JM: Unable to reach center of sample because of rotting wood."
121301,CAOVL,included,,1211,230.8,Carya ovalis,6/7/2010,7/1/2010,9/29/2010,79,0,"6/7/10, JM: dropped front piece of core, but found it, believe it is correct; 9/29/10, JM: 79 rings, 2009-1931."
121305,QURU,included,,1211,729.8,Quercus rubra,6/7/2010,7/1/2010,8/16/2010,88,0,"6/7/10, JM: went as deep with the corer as I could reach, may not have hit center of the tree; 8/16/10, JM: 88 rings, 2009-1922."
121310,QURU,included,,1211,245,Quercus rubra,6/7/2010,7/12/2010,8/17/2010,69,0,"8/17/10, JM: 69 rings, 2009-1941."
121324,CATO,NA,core not measured,1213,289.1,Carya tomentosa,7/19/2010,7/26/2010,,,0,
121329,QURU,included,,1213,405.4,Quercus rubra,7/19/2010,7/26/2010,9/17/2010,70,0,"9/17/10, JM: 70 rings, 2009-1940."
121344,CATO,NA,core not measured,1214,162.4,Carya tomentosa,7/19/2010,7/26/2010,,,0,
121379,QUVE,included,,1206,682,Quercus velutina,6/10/2010,6/30/2010,10/14/2010,101,0,"10/14/10, JM: 101 rings, 2009-1909."
121420,CAOVL,NA,core not measured,1213,292.7,Carya ovalis,7/19/2010,7/23/2010,,,0,
121425,CAOVL,NA,core not measured,1213,169.5,Carya ovalis,7/19/2010,7/23/2010,,,0,
121430,CATO,NA,core not measured,1214,153.9,Carya tomentosa,7/19/2010,7/26/2010,,,0,
121434,QURU,included,very low correlation,1214,723.3,Quercus rubra,7/19/2010,7/26/2010,10/15/2010,134,0,"10/15/10, JM: 134 rings, 2009-1876."
121442,LITU,included,,1215,254.7,Liriodendron tulipifera,7/19/2010,7/26/2010,9/20/2010,58,0,"9/20/10, JM: 58 rings, 2009-1952."
121449,CACO,NA,core not measured,1215,586.1,Carya cordiformis,7/19/2010,7/26/2010,,,0,
121458,CATO,NA,core not measured,1216,156.3,Carya tomentosa,7/19/2010,7/26/2010,,,0,
121463,CACO,NA,core not measured,1216,179.7,Carya cordiformis,7/19/2010,7/23/2010,,,0,
122004,CACO,NA,core not measured,1217,457,Carya cordiformis,7/19/2010,7/26/2010,,,0,
122009,ACRU,included,very low correlation,1217,266.9,Acer rubrum,7/19/2010,7/26/2010,1/3/2011,89,0,"7/19/10, JM: tree rotted near the center. Although core is in pretty good shape, I wasn't able to get very deep; 1/3/11, JM: 89 rings, 2009-1921. "
122060,QURU,included,low correlation,1218,640.1,Quercus rubra,7/19/2010,7/26/2010,10/15/2010,103,0,"10/15/10, JM: 103 rings, 2009-1907."
122128,PIST,included,,1219,206.9,Pinus strobus,7/13/2010,7/28/2010,12/21/2010,70,0,"12/21/10, JM: 70 rings, 2009-1940. Ring 44 very narrow."
122131,PIST,included,,1219,293.3,Pinus strobus,7/13/2010,7/28/2010,12/21/2010,47,0,"12/21/10, JM: 47 rings, 2009-1963. Narrow ring 44."
122146,PIST,included,,1220,357.1,Pinus strobus,7/13/2010,7/16/2010,12/21/2010,55,0,"12/21/10, JM: 55 rings, 2009-1955. "
122149,PIST,included,,1220,150.1,Pinus strobus,7/13/2010,7/16/2010,12/21/2010,59,0,"12/21/10, JM: 59 rings, 2009-1951. First 11 rings very narrow. Ring 44 very narrow."
122150,PIST,included,,1221,329,Pinus strobus,7/13/2010,7/16/2010,12/21/2010,75,0,"12/21/10, JM: 75 rings, 2009-1935. Ring 44 narrow."
122157,PIST,included,,1221,438.9,Pinus strobus,7/13/2010,7/16/2010,12/21/2010,58,0,"12/21/10, JM: 58 rings, 2009-1952."
122159,CAGL,NA,core not measured,1221,186.9,Carya glabra,7/13/2010,7/16/2010,,,0,
122164,PIST,included,,1221,191.6,Pinus strobus,7/13/2010,7/16/2010,12/29/2010,67,0,"12/29/10, JM: 67 rings, 2009-1943."
122165,PIST,included,,1221,217,Pinus strobus,7/13/2010,7/16/2010,12/29/2010,70,0,"12/29/10, JM: 70 rings, 2009-1940. Core mounted incorrectly- piece before bark assumed to be last piece of core (after center of tree). Ring 48-50 irregular growth. Narrow 1944 ring."
122166,PIST,included,,1221,374.2,Pinus strobus,7/13/2010,7/16/2010,12/29/2010,67,0,"12/29/10, JM: 67 rings, 2009-1943. Second piece of core should be third piece of core, third piece of core mounted backwards."
122180,PIST,included,,1222,297.1,Pinus strobus,7/13/2010,7/16/2010,12/21/2010,70,0,"12/21/10, JM: 70 rings, 2009-1940. Ring 44 very narrow."
122184,PIST,included,,1222,206.3,Pinus strobus,7/13/2010,7/16/2010,12/29/2010,66,0,"12/29/10, JM: 66 rings, 2009-1944."
122187,PIST,included,,1222,288.9,Pinus strobus,7/13/2010,7/28/2010,12/17/2010,67,0,"12/17/10, JM: 67 rings, 2009-1943."
122211,QUAL,included,,1220,299.4,Quercus alba,10/25/2010,10/27/2010,11/3/2010,87,0,"10/29/10, JM: Tree re-cored, original mounted incorrectly; 11/3/10, JM: 88 rings, 2009-1922. Measured almost to the center of tree, off by approximately 2 rings due to scarring around the center; 11/8/10, JM: 87 rings, 2009-1923. Included a false ring originally along the bark edge. "
122229,PIST,included,,1221,221.4,Pinus strobus,8/9/2010,8/29/2010,12/17/2010,63,0,"Originally sampled with a dull borer, recored tree; 12/17/10, JM: 63 rings, 2009-1947."
122272,CAGL,NA,core not measured,1223,338.7,Carya glabra,7/9/2010,7/14/2010,,,0,
122275,PIST,included,,1223,156.7,Pinus strobus,8/9/2010,8/29/2010,12/17/2010,58,0,"Originally sampled with a dull borer, recored tree; 12/17/10, JM: 58 rings, 2009-1952. First 10 rings narrow."
122277,CAGL,NA,core not measured,1223,154,Carya glabra,7/9/2010,7/14/2010,,,0,
122278,PIST,included,,1223,346.9,Pinus strobus,7/9/2010,7/14/2010,12/29/2010,30,0,"12/29/10, JM: 30 rings, 2009-1980. One of the ""bad"" cores, in pretty poor condition. Too much scarring after ring 30."
122295,JUNI,included,,1224,545.8,Juglans nigra,7/9/2010,7/14/2010,1/11/2011,105,0,"1/11/11, JM: 105 rings, 2009-1905."
122302,PIST,included,,1223,200,Pinus strobus,7/9/2010,7/14/2010,1/21/2011,47,0,"1/21/11, JM: 47 rings, 2009-1963."
122326,CATO,NA,core not measured,1224,351,Carya tomentosa,7/9/2010,7/14/2010,,,0,
122404,QUAL,included,,1226,494.2,Quercus alba,7/7/2010,7/14/2010,10/12/2010,138,0,"10/12/10, JM: 139 rings, 2009-1871; 11/8/10, JM: 138 rings, 2009-1872. Re-measured core. Removed ring at the beginning of core, bark line, not an actual ring boundary."
122407,CAGL,NA,core not measured,1226,224.7,Carya glabra,7/7/2010,7/14/2010,,,0,
122458,CAGL,NA,core not measured,1226,227,Carya glabra,7/8/2010,7/14/2010,,,0,
122459,CAGL,NA,core not measured,1226,186.1,Carya glabra,7/7/2010,7/14/2010,,,0,
122474,QUAL,included,low correlation,1227,600,Quercus alba,7/8/2010,7/14/2010,10/12/2010,198,0,"10/12/10, JM: 197 rings, 2009-1813; 11/10/10, JM: 198 rings, 2009-1812. Re-measured core, correlation improved minorly. However, core is fantastic (easy to see rings) and evenly spaced rings, which I think is throwing off the correlation."
122476,CAGL,NA,core not measured,1228,189.7,Carya glabra,7/8/2010,7/14/2010,,,0,"7/14/10, CL: not a piece missing. Core was warped."
122489,CAGL,NA,core not measured,1229,180,Carya glabra,7/8/2010,7/14/2010,,,0,
122504,ULRU,included,,1229,204.9,Ulmus rubra,7/8/2010,7/14/2010,1/21/2011,64,0,"1/21/11, JM: 64 rings, 2009-1946."
130579,LITU,included,very low correlation,1304,679,Liriodendron tulipifera,6/15/2010,6/17/2010,8/17/2010,87,0,"8/17/10, JM: 87 rings, 2009-1923."
130766,CATO,NA,core not measured,1308,281.2,Carya tomentosa,6/10/2010,7/6/2010,,,0,
130788,CAOVL,included,"best match at -1, did not measure 2009",1309,151.1,Carya ovalis,6/8/2010,6/17/2010,9/30/2010,87,0,"9/30/10, JM: 87 rings, 2009-1923."
130911,QUVE,included,,1305,370.5,Quercus velutina,6/10/2010,6/18/2010,8/20/2010,73,0,"8/20/2010, JM: 72 rings, 2009-1938. Last section mounted ""upside-down""; 12/15/10, JM: 73 rings, 2009-1937. Inserted a ring. "
130991,QUVE,included,,1307,698.1,Quercus velutina,6/10/2010,6/30/2010,10/14/2010,107,0,"10/14/10, JM: 107 rings, 2009-1903. Core mounted backwards. Middle piece mounted in the wrong direction."
131009,QUVE,included,,1308,736.5,Quercus velutina,10/19/2010,10/25/2010,10/29/2010,105,0,"10/29/10, JM: 105 rings, 2009-1905. Tree recored because it was originally mounted improperly."
131017,LITU,included,,1308,205,Liriodendron tulipifera,6/10/2010,7/1/2010,8/23/2010,60,0,"8/23/10, JM: 60 rings, 2009-1950. Ring 60 is thin, difficult to see."
131032,CAGL,included,"(-1, last year measured is actually 2008",1308,333.3,Carya glabra,6/7/2010,7/6/2010,9/15/2010,127,0,"9/15/10, JM: 127 rings, 2009-1883."
131047,LITU,included,added missing year (0.00) 1944,1309,118.7,Liriodendron tulipifera,3/8/2011,3/10/2011,3/28/2011,85,0,"3/28/11, JM: 85 rings, 2009-1925; 8/9/11, JM: Re-measured, can't find any problem areas but still poor correlation."
131061,CAOVL,included,"best match at -2, missing outer rings",1309,291.6,Carya ovalis,6/8/2010,7/7/2010,9/29/2010,83,0,"9/29/10, JM: 83 rings, 2009-1927."
131080,LITU,included,,1310,265.5,Liriodendron tulipifera,6/8/2010,6/28/2010,8/23/2010,80,0,"8/23/10, JM: 80 rings, 2009-1930."
131087,QURU,included,,1310,630.1,Quercus rubra,6/7/2010,7/12/2010,10/14/2010,80,0,"10/4/10, JM: 80 rings, 2009-1930."
131091,CAOVL,included,,1311,219.5,Carya ovalis,6/7/2010,7/12/2010,9/30/2010,92,0,"9/30/10, JM: 92 rings, 2009-1918."
131102,NYSY,NA,core not measured,1309,306.9,Nyssa sylvatica,6/8/2010,7/12/2010,,,0,
131113,CAGL,included,,1310,508.7,Carya glabra,6/7/2010,6/28/2010,9/15/2010,103,0,"9/15/10, JM: 103 rings, 2009-1907."
131128,CATO,NA,core not measured,1310,565.9,Carya tomentosa,6/7/2010,7/12/2010,,,0,
131138,CAOVL,included,,1311,206.4,Carya ovalis,6/8/2010,6/24/2010,9/29/2010,84,0,"6/8/10, JM: found tag at the base of tree, hooked on a piece of bark; 9/29/10, JM: 84 rings, 2009-1926. "
131173,CATO,NA,core not measured,1313,201.6,Carya tomentosa,7/13/2010,7/16/2010,,,0,
131183,CATO,NA,core not measured,1313,176.9,Carya tomentosa,7/13/2010,7/16/2010,,,0,
131275,CACO,NA,core not measured,1315,213.6,Carya cordiformis,7/13/2010,7/16/2010,,,0,
131304,LITU,included,,1314,613.7,Liriodendron tulipifera,10/25/2010,10/27/2010,11/4/2010,80,0,"10/29/10, JM: re-cored tree, original mounted incorrectly; 11/4/10, JM: 80 rings, 2009-1930."
131325,CACO,NA,core not measured,1315,367.9,Carya cordiformis,7/13/2010,7/16/2010,,,0,
131360,JUNI,included,,1316,314.9,Juglans nigra,7/13/2010,7/16/2010,1/6/2011,121,0,"1/6/11, JM: 121 rings, 2009-1889. Last piece of core mounted backwards. Serious scarring in ring 109."
131364,ACRU,included,,1316,397.8,Acer rubrum,7/13/2010,7/16/2010,12/30/2010,78,0,"12/30/10, JM: 78 rings, 2009-1932."
131366,ACRU,included,,1316,186.5,Acer rubrum,7/13/2010,7/16/2010,1/3/2011,66,0,"1/3/10, JM: 66 rings, 2009-1944."
132010,CACO,NA,core not measured,1317,269,Carya cordiformis,7/13/2010,7/16/2010,,,0,
132030,CACO,NA,core not measured,1318,375.7,Carya cordiformis,7/13/2010,7/16/2010,,,0,
132067,NYSY,NA,core not measured,1319,325.2,Nyssa sylvatica,7/19/2010,7/23/2010,,,0,
132118,ULRU,included,very low correlation,1318,168.9,Ulmus rubra,8/9/2010,8/27/2010,10/7/2010,50,0,"10/7/10, JM: 50 rings, 2009-1960."
132124,CATO,NA,core not measured,1318,470.8,Carya tomentosa,7/19/2010,7/26/2010,,,0,
132158,CAGL,NA,core not measured,1319,161.1,Carya glabra,7/19/2010,7/23/2010,,,0,
132168,CAGL,NA,core not measured,1320,219,Carya glabra,7/19/2010,7/26/2010,,,0,
132194,PIST,included,,1321,169.4,Pinus strobus,8/9/2010,8/29/2010,12/17/2010,69,0,"Originally sampled with a dull borer, recored tree; 12/17/10, JM: 69 rings, 2009-1941."
132206,QUAL,included,,1320,467,Quercus alba,7/19/2010,7/26/2010,10/13/2010,144,0,"10/13/10, JM: 144 rings, 2009-1866."
132232,QUVE,included,,1322,258.3,Quercus velutina,8/2/2010,8/6/2010,9/20/2010,61,0,"Originally cored on 7/19/10 by CL. 9/20/10, JM: 2009-1949."
132233,PIST,included,,1322,315.8,Pinus strobus,8/9/2010,8/26/2010,12/17/2010,72,0,"Originally sampled with a dull borer, recored tree; 12/17/10, JM: 72 rings, 2009-1938."
132236,PIST,included,,1322,253.2,Pinus strobus,8/2/2010,8/6/2010,12/17/2010,71,0,"Originally cored on 7/19/10 by CL; 12/17/10, JM: 71 rings, 2009-1939. Rings 44 and 69 very narrow."
132241,PIST,included,,1322,284.6,Pinus strobus,7/19/2010,7/26/2010,12/17/2010,65,0,"12/17/10, JM: 65 rings ,2009-1945. False ring in 29. ring 44 very narrow."
132250,QUVE,included,,1323,265.1,Quercus velutina,7/19/2010,7/23/2010,9/20/2010,66,0,"9/20/10, JM: 66 rings, 2009-1944."
132270,CAOVL,NA,core not measured,1324,168.4,Carya ovalis,7/19/2010,7/23/2010,,,0,
132308,CATO,NA,core not measured,1322,329.4,Carya tomentosa,7/19/2010,7/23/2010,,,0,
132324,CAGL,NA,core not measured,1323,231.1,Carya glabra,7/19/2010,7/26/2010,,,0,
132386,QUVE,included,,1326,544.8,Quercus velutina,7/7/2010,7/14/2010,10/21/2010,41,0,"7/7/10, JM: Tree rotten. Only was able to get approx. 10 cm of core from borer before borer jammed; 7/14/10, PC: Core very broken up and crumbly; 10/21/10, JM: 41 rings, 2009-1969. I think the first section of core was mounted backwards, and so I measured from the inside out on that piece of core. Wood is so scarred/crumbly after ring 41, that I wasn't able to count anymore."
132396,QUVE,included,,1327,622.9,Quercus velutina,10/25/2010,10/27/2010,11/3/2010,187,0,"10/29/10, JM: Re-cored tree, original mounted incorrectly; 11/3/10, JM: 187 rings, 2009-1823."
132459,CAGL,NA,core not measured,1330,191.8,Carya glabra,7/8/2010,7/14/2010,,,0,
132470,ACRU,rejected,incorrectly mounted  ,1332,183,Acer rubrum,10/25/2010,10/27/2010,12/30/2010,86,0,"10/29/10, JM: re-cored tree, original mounted incorrectly; 12/30/10, JM: 86 rings, 2009-1924."
132474,ACRU,NA,core not measured,1332,230.2,Acer rubrum,7/8/2010,7/14/2010,,,0,
132525,FRAM,included,,1329,514,Fraxinus americana,7/8/2010,7/14/2010,1/21/2011,85,0,"1/21/11, JM: 85 rings, 2009-1925."
132531,FAGR,rejected,core is incorrectly mounted,1330,124.4,Fagus grandifolia,3/8/2011,3/10/2011,3/30/2011,65,0,"3/30/11, JM: 64 rings, 2009-1946. First two rings are on a mis-mounted piece of core; 6/7/11, JM: 65 rings, 2009-1945. Remeasured, still bad correlation, unclear how to improve."
132532,FAGR,included,"removed ""0"" rings",1330,145.7,Fagus grandifolia,3/8/2011,3/10/2011,3/28/2011,58,0,"3/28/11, JM: 57 rings, 2010-1954. May be missing a ring at the beginning of the core; 6/7/11, JM: 58 rings, 2009-Based on crossdating, remeasured and added two ""0"" rings to the front of core. "
132542,QUVE,included,,1332,705,Quercus velutina,7/8/2010,7/14/2010,10/18/2010,89,0,"10/18/10, JM: 89 rings, 2009-1921."
132549,ACRU,NA,core not measured,1332,189.1,Acer rubrum,7/8/2010,7/14/2010,,,0,
140733,QUVE,included,,1407,690.5,Quercus velutina,6/10/2010,7/6/2010,8/20/2010,71,0,"6/10/10, JT: had to core twice due to rot; 8/20/10, JM: 71 rings, 2009-1939."
140735,LITU,included,adjusted -1,1407,228.5,Liriodendron tulipifera,6/10/2010,7/6/2010,8/24/2010,70,0,"8/24/10, JM: 70 rings, 2009-1940; 12/9/10, JM: 71 rings, 2009-1939.  Found extra ring, improved correlation."
140736,QUVE,included,,1407,618.4,Quercus velutina,6/10/2010,6/28/2010,8/19/2010,91,0,"8/19/10, JM: 91 rings, 2009-1919."
140748,LITU,included,"abrupt incredibly narrow rings from 81 on. No signs of tampering, measurements are correct. Core just seems to have very low correlation and very strange growth (dying since 81?)",1407,165.3,Liriodendron tulipifera,6/10/2010,7/6/2010,8/24/2010,70,0,"8/24/10, JM: 70 rings, 2009-1940; 12/9/10, JM: suggested missing rings between 1957-1942, but can't find it. However, very narrow rings from 1981-2009, maybe throwing off total correlation?"
140756,QUVE,included,,1408,694.9,Quercus velutina,6/10/2010,7/12/2010,10/14/2010,108,0,"10/14/10, JM: 108 rings, 2009-1902."
140761,QUVE,included,,1408,620,Quercus velutina,6/10/2010,7/12/2010,8/22/2010,97,0,"8/22/10, JM: 97 rings, 2009-1913."
140764,QUPR,included,,1408,226.2,Quercus prinus,6/10/2010,7/1/2010,9/7/2010,75,0,"9/7/10, JM: 75 rings, 2009-1935."
140810,CAOVL,included,,1410,214.7,Carya ovalis,6/8/2010,6/17/2010,9/29/2010,87,0,"9/29/10, JM: 87 rings, 2009-1923."
140881,FRAM,included,,1414,601.5,Fraxinus americana,3/8/2011,3/10/2011,3/29/2011,96,0,"3/29/11, JM: 96 rings, 2009-1914."
140883,FRAM,NA,core not measured,1414,687.2,Fraxinus americana,7/19/2010,7/26/2010,,,0,"7/19/10, CL: rotten spot near end of core. Some left on mount for missing rot."
140931,QUVE,included,,1408,373.4,Quercus velutina,6/10/2010,7/1/2010,8/19/2010,94,0,"8/19/10, JM: 95 rings, 2009-1915; 12/14/10, JM: 94 rings, 2009-1916. Based on a recommend shift of 1, found mis-step in measurement due to radial vessel dismemberment."
140934,QUVE,included,,1408,489.6,Quercus velutina,6/10/2010,6/18/2010,8/19/2010,107,0,"8/19/10, JM: 107 rings, 2009-1903."
140935,QUVE,rejected,rotten low quality core in pieces,1408,441.2,Quercus velutina,6/10/2010,6/18/2010,8/24/2010,82,0,"6/18/10, JM: front part of core rotten, unable to piece together; 8/24/10, JM: 82 rings, 2009-1928; 12/15/10, JM: Maybe lost part of core before, but correlation is bad all over the place, re-measured, had no effect."
140947,CATO,NA,core not measured,1408,236,Carya tomentosa,6/10/2010,6/18/2010,,,0,
141031,QUPR,included,,1411,425.6,Quercus prinus,8/9/2010,8/25/2010,10/6/2010,68,0,"8/9/10, JM: took corer as deep as I could go before I hit a rotten section and it got stuck; 10/6/10, JM: 68 rings, 2009-1942; 12/2/10, JM: many densely packed rings in the first 40 years, but I don't see any false rings."
141124,FRAM,included,,1416,184.3,Fraxinus americana,7/19/2010,7/26/2010,1/6/2011,59,0,"1/6/11, JM: 59 rings, 2009-1951. Ring 6 is along a crack, may be missing rings?"
141142,QUPR,included,"low correlation, possible errors in coring? Ring is warped",1416,222,Quercus prinus,7/19/2010,7/23/2010,1/10/2011,88,0,"1/10/10, JM: 88 rings, 2009-1922."
